"","outbreak_id","species","affected"
"8060","2007/6194_1","sheep","10"
"8061","2007/6193_1","sheep","27"
"8062","2007/6192_1","sheep","3"
"8063","2007/6191_1","sheep","15"
"8064","2007/6190_1","sheep","7"
"8065","2007/6189_1","sheep","3"
"8066","2007/6188_1","sheep","20"
"8067","2007/6187_1","sheep","0"
"8068","2007/6186_1","sheep","1"
"8069","2007/6185_1","sheep","18"
"8070","2007/6184_1","sheep","9"
"8071","2007/6183_1","sheep","1"
"8072","2007/6182_1","sheep","15"
"8073","2007/6181_1","sheep","3"
"8074","2007/6180_1","sheep","10"
"8075","2007/6179_1","sheep","7"
"8076","2007/6178_1","sheep","4"
"8077","2007/6177_1","sheep","10"
"8078","2007/6176_1","sheep","50"
"8079","2007/6175_1","sheep","7"
"8080","2007/6174_1","sheep","5"
"8081","2007/6173_1","sheep","10"
"8082","2007/6172_1","sheep","3"
"8083","2007/6171_1","sheep","7"
"8084","2007/6170_1","sheep","5"
"8085","2007/6169_1","sheep","6"
"8086","2007/6168_1","sheep","2"
"8087","2007/6167_1","sheep","3"
"8088","2007/6166_1","sheep","22"
"8089","2007/6165_1","sheep","4"
"8090","2007/6164_1","sheep","10"
"8091","2007/6163_1","sheep","12"
"8092","2007/6162_1","sheep","5"
"8093","2007/6161_1","sheep","8"
"8094","2007/6160_1","sheep","4"
"8095","2007/6159_1","sheep","6"
"8096","2007/6158_1","sheep","1"
"8097","2007/6157_1","sheep","3"
"8098","2007/6156_1","sheep","12"
"8099","2007/6155_1","sheep","8"
"8100","2007/6154_1","sheep","7"
"8101","2007/6153_1","sheep","3"
"8102","2007/6152_1","sheep","11"
"8103","2007/6151_1","sheep","6"
"8104","2007/6150_1","sheep","3"
"8105","2007/6149_1","sheep","12"
"8106","2007/6148_1","sheep","5"
"8107","2007/6147_1","sheep","7"
"8108","2007/6146_1","sheep","3"
"8109","2007/6145_1","sheep","7"
"8110","2007/6144_1","sheep","3"
"8111","2007/6143_1","sheep","15"
"8112","2007/6142_1","sheep","1"
"8113","2007/6141_1","sheep","18"
"8114","2007/6140_1","sheep","5"
"8115","2007/6139_1","sheep","6"
"8116","2007/6138_1","sheep","2"
"8117","2007/6137_1","sheep","5"
"8118","2007/6136_1","sheep","4"
"8119","2007/6135_1","sheep","16"
"8120","2007/6134_1","sheep","2"
"8121","2007/6133_1","sheep","5"
"8122","2007/6132_1","sheep","15"
"8123","2007/6131_1","sheep","8"
"8124","2007/6130_1","sheep","7"
"8125","2007/6129_1","sheep","6"
"8126","2007/6128_1","sheep","15"
"8127","2007/6127_1","sheep","50"
"8128","2007/6126_1","sheep","150"
"8129","2007/6125_1","sheep","5"
"8130","2007/6124_1","sheep","6"
"8131","2007/6123_1","sheep","12"
"8132","2007/6122_1","sheep","5"
"8133","2007/6121_1","sheep","10"
"8134","2007/6120_1","sheep","6"
"8135","2007/6119_1","sheep","20"
"8136","2007/6118_1","sheep","22"
"8137","2007/6117_1","sheep","13"
"8138","2007/6116_1","sheep","15"
"8139","2007/6115_1","sheep","0"
"8140","2007/6114_1","sheep","4"
"8141","2007/6113_1","sheep","2"
"8142","2007/6112_1","sheep","1"
"8143","2007/6111_1","sheep","5"
"8144","2007/6110_1","sheep","2"
"8145","2007/6109_1","sheep","5"
"8146","2007/6108_1","sheep","60"
"8147","2007/6107_1","sheep","20"
"8148","2007/6106_1","sheep","13"
"8149","2007/6105_1","sheep","4"
"8150","2007/6104_1","sheep","3"
"8151","2007/6103_1","sheep","6"
"8152","2007/6102_1","sheep","6"
"8153","2007/6101_1","sheep","8"
"8154","2007/6100_1","sheep","11"
"8155","2007/6099_1","sheep","20"
"8156","2007/6098_1","sheep","20"
"8157","2007/6097_1","sheep","2"
"8158","2007/6096_1","sheep","2"
"8159","2007/6095_1","sheep","80"
"8160","2007/6094_1","sheep","4"
"8161","2007/6093_1","sheep","5"
"8162","2007/6092_1","sheep","1"
"8163","2007/6091_1","sheep","3"
"8164","2007/6090_1","sheep","2"
"8165","2007/6089_1","sheep","5"
"8166","2007/6088_1","sheep","1"
"8167","2007/6087_1","sheep","2"
"8168","2007/6086_1","sheep","11"
"8169","2007/6085_1","sheep","6"
"8170","2007/6084_1","sheep","2"
"8171","2007/6083_1","sheep","19"
"8172","2007/6082_1","sheep","2"
"8173","2007/6081_1","sheep","1"
"8174","2007/6080_1","sheep","2"
"8175","2007/6079_1","sheep","3"
"8176","2007/6078_1","sheep","2"
"8177","2007/6077_1","sheep","0"
"8178","2007/6076_1","sheep","0"
"8179","2007/6075_1","sheep","35"
"8180","2007/6074_1","sheep","2"
"8181","2007/6073_1","sheep","4"
"8182","2007/6072_1","sheep","3"
"8183","2007/6071_1","sheep","6"
"8184","2007/6070_1","sheep","7"
"8185","2007/6069_1","sheep","3"
"8186","2007/6068_1","sheep","1"
"8187","2007/6067_1","sheep","10"
"8188","2007/6066_1","sheep","12"
"8189","2007/6065_1","sheep","6"
"8190","2007/6064_1","sheep","3"
"8191","2007/6063_1","sheep","5"
"8192","2007/6062_1","sheep","3"
"8193","2007/6061_1","sheep","3"
"8194","2007/6060_1","sheep","2"
"8195","2007/6059_1","sheep","5"
"8196","2007/6058_1","sheep","2"
"8197","2007/6057_1","sheep","2"
"8198","2007/6056_1","sheep","3"
"8199","2007/6055_1","sheep","7"
"8200","2007/6054_1","sheep","4"
"8201","2007/6053_1","sheep","2"
"8202","2007/6052_1","sheep","4"
"8203","2007/6051_1","sheep","4"
"8204","2007/6050_1","sheep","3"
"8205","2007/6049_1","sheep","4"
"8206","2007/6048_1","sheep","7"
"8207","2007/6047_1","sheep","8"
"8208","2007/6046_1","sheep","7"
"8209","2007/6045_1","sheep","1"
"8210","2007/6044_1","sheep","1"
"8211","2007/6043_1","sheep","1"
"8212","2007/6042_1","sheep","1"
"8213","2007/6041_1","sheep","1"
"8214","2007/6040_1","sheep","2"
"8215","2007/6039_1","sheep","4"
"8216","2007/6038_1","sheep","8"
"8217","2007/6037_1","sheep","3"
"8218","2007/6036_1","sheep","40"
"8219","2007/6035_1","sheep","9"
"8220","2007/6034_1","sheep","15"
"8221","2007/6033_1","sheep","0"
"8222","2007/6032_1","sheep","140"
"8223","2007/6031_1","sheep","2"
"8224","2007/6030_1","sheep","2"
"8225","2007/6029_1","sheep","3"
"8226","2007/6028_1","sheep","5"
"8227","2007/6027_1","sheep","10"
"8228","2007/6026_1","sheep","6"
"8229","2007/6025_1","sheep","3"
"8230","2007/6024_1","sheep","5"
"8231","2007/6023_1","sheep","3"
"8232","2007/6022_1","sheep","2"
"8233","2007/6021_1","sheep","5"
"8234","2007/6020_1","sheep","6"
"8235","2007/6019_1","sheep","5"
"8236","2007/6018_1","sheep","2"
"8237","2007/6017_1","sheep","2"
"8238","2007/6016_1","sheep","10"
"8239","2007/6015_1","sheep","20"
"8240","2007/6014_1","sheep","4"
"8241","2007/6013_1","sheep","4"
"8242","2007/6012_1","sheep","9"
"8243","2007/6011_1","sheep","17"
"8244","2007/6010_1","sheep","35"
"8245","2007/6009_1","sheep","2"
"8246","2007/6008_1","sheep","20"
"8247","2007/6007_1","sheep","6"
"8248","2007/6006_1","sheep","4"
"8249","2007/6005_1","sheep","0"
"8250","2007/6004_1","sheep","2"
"8251","2007/6003_1","sheep","7"
"8252","2007/6002_1","sheep","30"
"8253","2007/6001_1","sheep","9"
"8254","2007/6000_1","sheep","1"
"8255","2007/5999_1","sheep","2"
"8256","2007/5998_1","sheep","4"
"8257","2007/5997_1","sheep","4"
"8258","2007/5996_1","sheep","10"
"8259","2007/5995_1","sheep","5"
"8260","2007/5994_1","sheep","5"
"8261","2007/5993_1","sheep","4"
"8262","2007/5992_1","sheep","6"
"8263","2007/5991_1","sheep","30"
"8264","2007/5990_1","sheep","35"
"8265","2007/5989_1","sheep","2"
"8266","2007/5988_1","sheep","5"
"8267","2007/5987_1","sheep","2"
"8268","2007/5986_1","sheep","0"
"8269","2007/5985_1","sheep","1"
"8270","2007/5984_1","sheep","5"
"8271","2007/5983_1","sheep","3"
"8272","2007/5982_1","sheep","3"
"8273","2007/5981_1","sheep","5"
"8274","2007/5980_1","sheep","4"
"8275","2007/5979_1","sheep","2"
"8276","2007/5978_1","sheep","3"
"8277","2007/5977_1","sheep","2"
"8278","2007/5976_1","sheep","2"
"8279","2007/5975_1","sheep","30"
"8280","2007/5974_1","sheep","7"
"8281","2007/5973_1","sheep","10"
"8282","2007/5972_1","sheep","8"
"8283","2007/5971_1","sheep","5"
"8284","2007/5970_1","sheep","10"
"8285","2007/5969_1","sheep","1"
"8286","2007/5968_1","sheep","1"
"8287","2007/5967_1","sheep","1"
"8288","2007/5966_1","sheep","1"
"8289","2007/5965_1","sheep","4"
"8290","2007/5964_1","sheep","1"
"8291","2007/5963_1","sheep","2"
"8292","2007/5962_1","sheep","4"
"8293","2007/5961_1","sheep","2"
"8294","2007/5960_1","sheep","2"
"8295","2007/5959_1","sheep","2"
"8296","2007/5958_1","sheep","2"
"8297","2007/5957_1","sheep","1"
"8298","2007/5956_1","sheep","1"
"8299","2007/5955_1","sheep","15"
"8300","2007/5954_1","sheep","12"
"8301","2007/5953_1","sheep","4"
"8302","2007/5952_1","sheep","5"
"8303","2007/5951_1","sheep","7"
"8304","2008/1_2","cows","7"
"8305","2008/1_1","cows","1"
"8306","2007/38_3","cows","1"
"8307","2007/43_2","goats","0"
"8308","2007/43_2","sheep","1"
"8309","2007/42_2","sheep","1"
"8310","2007/37_3","cows","1"
"8311","2007/5950_1","sheep","30"
"8312","2007/5949_1","sheep","20"
"8313","2007/5948_1","goats","0"
"8314","2007/5948_1","sheep","8"
"8315","2007/5947_1","sheep","15"
"8316","2007/5946_1","sheep","20"
"8317","2007/5945_1","sheep","15"
"8318","2007/5944_1","cows","0"
"8319","2007/5944_1","goats","3"
"8320","2007/5943_1","sheep","2"
"8321","2007/5942_1","cows","0"
"8322","2007/5941_1","goats","0"
"8323","2007/5941_1","sheep","12"
"8324","2007/5940_1","sheep","3"
"8325","2007/5939_1","goats","0"
"8326","2007/5939_1","sheep","2"
"8327","2007/5938_1","sheep","8"
"8328","2007/5937_1","sheep","4"
"8329","2007/5936_1","sheep","6"
"8330","2007/5935_1","sheep","7"
"8331","2007/5934_1","sheep","6"
"8332","2007/41_2","sheep","2"
"8333","2007/40_2","sheep","1"
"8334","2007/5933_1","sheep","5"
"8335","2007/5932_1","sheep","19"
"8336","2007/5931_1","sheep","11"
"8337","2007/5930_1","sheep","11"
"8338","2007/5929_1","cows","0"
"8339","2007/5929_1","sheep","5"
"8340","2007/5928_1","sheep","4"
"8341","2007/5927_1","sheep","6"
"8342","2007/5926_1","sheep","5"
"8343","2007/5925_1","sheep","14"
"8344","2007/5924_1","sheep","9"
"8345","2007/5923_1","goats","0"
"8346","2007/5923_1","sheep","12"
"8347","2007/5922_1","cows","0"
"8348","2007/5922_1","sheep","4"
"8349","2007/5921_1","sheep","38"
"8350","2007/5920_1","sheep","8"
"8351","2007/5919_1","sheep","15"
"8352","2007/5918_1","sheep","5"
"8353","2007/5917_1","cows","0"
"8354","2007/5917_1","goats","7"
"8355","2007/5916_1","sheep","6"
"8356","2007/5915_1","sheep","20"
"8357","2007/5914_1","goats","0"
"8358","2007/5914_1","sheep","11"
"8359","2007/5913_1","cows","0"
"8360","2007/5913_1","sheep","69"
"8361","2007/5912_1","sheep","4"
"8362","2007/5911_1","sheep","30"
"8363","2007/5910_1","cows","0"
"8364","2007/5910_1","goats","22"
"8365","2007/5909_1","goats","0"
"8366","2007/5909_1","sheep","74"
"8367","2007/5908_1","sheep","11"
"8368","2007/5907_1","sheep","4"
"8369","2007/5906_1","goats","0"
"8370","2007/5906_1","sheep","12"
"8371","2007/5905_1","sheep","93"
"8372","2007/5904_1","sheep","50"
"8373","2007/5903_1","sheep","21"
"8374","2007/5902_1","sheep","1"
"8375","2007/5901_1","goats","0"
"8376","2007/5901_1","sheep","15"
"8377","2007/5900_1","sheep","8"
"8378","2007/5899_1","sheep","12"
"8379","2007/5898_1","sheep","0"
"8380","2007/5897_1","sheep","30"
"8381","2007/5896_1","sheep","10"
"8382","2007/5895_1","sheep","12"
"8383","2007/5894_1","sheep","5"
"8384","2007/5893_1","cows","0"
"8385","2007/5892_1","sheep","3"
"8386","2007/5891_1","sheep","21"
"8387","2007/5890_1","sheep","5"
"8388","2007/5889_1","sheep","9"
"8389","2007/5888_1","sheep","4"
"8390","2007/5887_1","sheep","2"
"8391","2007/5886_1","sheep","3"
"8392","2007/5885_1","sheep","4"
"8393","2007/5884_1","sheep","4"
"8394","2007/5883_1","sheep","8"
"8395","2007/5882_1","sheep","22"
"8396","2007/5881_1","cows","0"
"8397","2007/5881_1","sheep","6"
"8398","2007/5880_1","sheep","13"
"8399","2007/5879_1","sheep","16"
"8400","2007/5878_1","sheep","6"
"8401","2007/5877_1","sheep","37"
"8402","2007/5876_1","goats","0"
"8403","2007/5876_1","sheep","6"
"8404","2007/5875_1","sheep","15"
"8405","2007/5874_1","goats","0"
"8406","2007/5874_1","sheep","31"
"8407","2007/5873_1","sheep","2"
"8408","2007/5872_1","sheep","0"
"8409","2007/5871_1","sheep","8"
"8410","2007/5870_1","cows","0"
"8411","2007/5870_1","sheep","4"
"8412","2007/5869_1","sheep","12"
"8413","2007/5868_1","sheep","6"
"8414","2007/5867_1","sheep","10"
"8415","2007/5866_1","sheep","9"
"8416","2007/5865_1","sheep","15"
"8417","2007/5864_1","goats","0"
"8418","2007/5864_1","sheep","70"
"8419","2007/5863_1","sheep","10"
"8420","2007/5862_1","sheep","13"
"8421","2007/5861_1","sheep","8"
"8422","2007/5860_1","cows","0"
"8423","2007/5860_1","sheep","12"
"8424","2007/5859_1","sheep","3"
"8425","2007/5858_1","sheep","14"
"8426","2007/5857_1","sheep","0"
"8427","2007/5856_1","sheep","12"
"8428","2007/5855_1","sheep","6"
"8429","2007/5854_1","sheep","10"
"8430","2007/5853_1","sheep","4"
"8431","2007/5852_1","sheep","8"
"8432","2007/5851_1","sheep","3"
"8433","2007/5850_1","sheep","2"
"8434","2007/5849_1","goats","0"
"8435","2007/5849_1","sheep","8"
"8436","2007/5848_1","sheep","40"
"8437","2007/5847_1","sheep","5"
"8438","2007/5846_1","sheep","20"
"8439","2007/5845_1","sheep","7"
"8440","2007/5844_1","sheep","20"
"8441","2007/5843_1","cows","0"
"8442","2007/5843_1","sheep","99"
"8443","2007/5842_1","sheep","9"
"8444","2007/5841_1","sheep","13"
"8445","2007/5840_1","sheep","12"
"8446","2007/5839_1","cows","0"
"8447","2007/5839_1","sheep","7"
"8448","2007/5838_1","sheep","125"
"8449","2007/5837_1","cows","0"
"8450","2007/5837_1","sheep","12"
"8451","2007/5836_1","sheep","6"
"8452","2007/5835_1","sheep","6"
"8453","2007/5834_1","sheep","18"
"8454","2007/5833_1","sheep","6"
"8455","2007/5832_1","sheep","3"
"8456","2007/5831_1","sheep","16"
"8457","2007/5830_1","sheep","1"
"8458","2007/5829_1","sheep","4"
"8459","2007/5828_1","sheep","3"
"8460","2007/5827_1","sheep","6"
"8461","2007/5826_1","sheep","9"
"8462","2007/5825_1","cows","0"
"8463","2007/5825_1","sheep","3"
"8464","2007/5824_1","sheep","31"
"8465","2007/5823_1","sheep","6"
"8466","2007/5822_1","sheep","17"
"8467","2007/5821_1","sheep","4"
"8468","2007/5820_1","cows","0"
"8469","2007/5820_1","sheep","16"
"8470","2007/5819_1","cows","0"
"8471","2007/5819_1","sheep","42"
"8472","2007/5818_1","sheep","9"
"8473","2007/5817_1","cows","0"
"8474","2007/5817_1","sheep","14"
"8475","2007/5816_1","cows","0"
"8476","2007/5816_1","sheep","5"
"8477","2007/5815_1","cows","0"
"8478","2007/5815_1","sheep","4"
"8479","2007/5814_1","cows","0"
"8480","2007/5814_1","sheep","7"
"8481","2007/5772_1","sheep","7"
"8482","2007/5771_1","sheep","0"
"8483","2007/5770_1","sheep","0"
"8484","2007/5769_1","sheep","22"
"8485","2007/5768_1","goats","0"
"8486","2007/5768_1","sheep","5"
"8487","2007/5767_1","goats","0"
"8488","2007/5767_1","sheep","3"
"8489","2007/5766_1","sheep","11"
"8490","2007/5765_1","sheep","18"
"8491","2007/5764_1","sheep","18"
"8492","2007/5763_1","sheep","8"
"8493","2007/5762_1","sheep","5"
"8494","2007/5761_1","sheep","17"
"8495","2007/5760_1","sheep","22"
"8496","2007/5759_1","sheep","7"
"8497","2007/5758_1","sheep","3"
"8498","2007/5757_1","sheep","13"
"8499","2007/5756_1","sheep","10"
"8500","2007/5755_1","sheep","37"
"8501","2007/5754_1","sheep","9"
"8502","2007/5753_1","sheep","7"
"8503","2007/5752_1","sheep","17"
"8504","2007/5751_1","sheep","8"
"8505","2007/5750_1","sheep","2"
"8506","2007/5749_1","sheep","1"
"8507","2007/5748_1","cows","0"
"8508","2007/5747_1","sheep","4"
"8509","2007/5746_1","sheep","9"
"8510","2007/5745_1","sheep","2"
"8511","2007/5744_1","sheep","6"
"8512","2007/5743_1","sheep","29"
"8513","2007/5742_1","sheep","3"
"8514","2007/5741_1","sheep","11"
"8515","2007/5740_1","sheep","28"
"8516","2007/5739_1","sheep","9"
"8517","2007/5738_1","sheep","6"
"8518","2007/5737_1","sheep","9"
"8519","2007/5736_1","sheep","6"
"8520","2007/5735_1","sheep","41"
"8521","2007/5734_1","cows","0"
"8522","2007/5734_1","sheep","22"
"8523","2007/5733_1","sheep","6"
"8524","2007/5732_1","sheep","3"
"8525","2007/5731_1","goats","0"
"8526","2007/5731_1","sheep","2"
"8527","2007/5730_1","sheep","45"
"8528","2007/5729_1","sheep","7"
"8529","2007/5728_1","sheep","6"
"8530","2007/5727_1","sheep","4"
"8531","2007/5726_1","cows","0"
"8532","2007/5726_1","sheep","12"
"8533","2007/5725_1","goats","0"
"8534","2007/5725_1","sheep","15"
"8535","2007/5724_1","goats","0"
"8536","2007/5723_1","goats","0"
"8537","2007/5723_1","sheep","32"
"8538","2007/5722_1","goats","0"
"8539","2007/5722_1","sheep","28"
"8540","2007/5721_1","sheep","140"
"8541","2007/5720_1","goats","0"
"8542","2007/5720_1","sheep","17"
"8543","2007/5719_1","cows","0"
"8544","2007/5719_1","goats","44"
"8545","2007/5718_1","goats","0"
"8546","2007/5718_1","sheep","5"
"8547","2007/5717_1","goats","0"
"8548","2007/5717_1","sheep","19"
"8549","2007/5716_1","cows","0"
"8550","2007/5716_1","sheep","108"
"8551","2007/5715_1","cows","0"
"8552","2007/5715_1","goats","92"
"8553","2007/5714_1","sheep","22"
"8554","2007/5713_1","sheep","32"
"8555","2007/39_2","goats","1"
"8556","2007/5712_1","sheep","8"
"8557","2007/5711_1","sheep","12"
"8558","2007/5710_1","sheep","17"
"8559","2007/5709_1","sheep","7"
"8560","2007/5708_1","cows","0"
"8561","2007/5708_1","goats","6"
"8562","2007/5707_1","sheep","5"
"8563","2007/5706_1","sheep","15"
"8564","2007/5705_1","sheep","10"
"8565","2007/5704_1","sheep","11"
"8566","2007/5703_1","sheep","15"
"8567","2007/5702_1","sheep","40"
"8568","2007/5701_1","sheep","14"
"8569","2007/5700_1","cows","0"
"8570","2007/5700_1","sheep","17"
"8571","2007/5699_1","goats","0"
"8572","2007/5699_1","sheep","9"
"8573","2007/5698_1","sheep","11"
"8574","2007/5697_1","sheep","21"
"8575","2007/5696_1","sheep","14"
"8576","2007/5695_1","sheep","4"
"8577","2007/5694_1","sheep","12"
"8578","2007/5693_1","cows","0"
"8579","2007/5693_1","sheep","14"
"8580","2007/5692_1","sheep","10"
"8581","2007/5691_1","sheep","20"
"8582","2007/5690_1","sheep","22"
"8583","2007/5689_1","sheep","8"
"8584","2007/5688_1","sheep","6"
"8585","2007/5687_1","cows","0"
"8586","2007/5687_1","sheep","19"
"8587","2007/5686_1","sheep","23"
"8588","2007/5685_1","sheep","6"
"8589","2007/5684_1","sheep","15"
"8590","2007/5683_1","cows","0"
"8591","2007/5683_1","sheep","28"
"8592","2007/5682_1","sheep","8"
"8593","2007/5681_1","sheep","17"
"8594","2007/5680_1","sheep","43"
"8595","2007/5679_1","sheep","23"
"8596","2007/5678_1","cows","0"
"8597","2007/5678_1","sheep","259"
"8598","2007/5677_1","sheep","7"
"8599","2007/5676_1","goats","0"
"8600","2007/5676_1","sheep","53"
"8601","2007/5675_1","goats","0"
"8602","2007/5675_1","sheep","30"
"8603","2007/5674_1","sheep","22"
"8604","2007/5673_1","goats","0"
"8605","2007/5673_1","sheep","3"
"8606","2007/5672_1","goats","0"
"8607","2007/5672_1","sheep","17"
"8608","2007/5671_1","sheep","25"
"8609","2007/5670_1","goats","0"
"8610","2007/5670_1","sheep","10"
"8611","2007/5669_1","sheep","6"
"8612","2007/5668_1","goats","0"
"8613","2007/5668_1","sheep","19"
"8614","2007/5667_1","goats","16"
"8615","2007/5666_1","goats","0"
"8616","2007/5666_1","sheep","80"
"8617","2007/5665_1","sheep","45"
"8618","2007/5664_1","sheep","18"
"8619","2007/5663_1","sheep","1"
"8620","2007/5662_1","sheep","9"
"8621","2007/5661_1","sheep","2"
"8622","2007/5660_1","sheep","9"
"8623","2007/5659_1","sheep","21"
"8624","2007/5658_1","goats","0"
"8625","2007/5658_1","sheep","12"
"8626","2007/5657_1","sheep","6"
"8627","2007/5656_1","sheep","10"
"8628","2007/5655_1","sheep","3"
"8629","2007/5654_1","sheep","13"
"8630","2007/5653_1","sheep","5"
"8631","2007/5652_1","sheep","62"
"8632","2007/5651_1","sheep","13"
"8633","2007/5650_1","sheep","40"
"8634","2007/5649_1","sheep","10"
"8635","2007/5648_1","sheep","28"
"8636","2007/5647_1","cows","0"
"8637","2007/5647_1","sheep","25"
"8638","2007/5646_1","cows","0"
"8639","2007/5646_1","sheep","5"
"8640","2007/5645_1","sheep","22"
"8641","2007/5644_1","sheep","7"
"8642","2007/5643_1","sheep","27"
"8643","2007/5642_1","sheep","7"
"8644","2007/5641_1","sheep","6"
"8645","2007/5640_1","sheep","7"
"8646","2007/5639_1","goats","0"
"8647","2007/5639_1","sheep","12"
"8648","2007/5638_1","sheep","8"
"8649","2007/5637_1","sheep","11"
"8650","2007/5636_1","sheep","8"
"8651","2007/5635_1","sheep","10"
"8652","2007/5634_1","sheep","8"
"8653","2007/5633_1","cows","0"
"8654","2007/5633_1","sheep","8"
"8655","2007/5632_1","sheep","803"
"8656","2007/5631_1","sheep","18"
"8657","2007/5630_1","sheep","3"
"8658","2007/5629_1","cows","0"
"8659","2007/5629_1","sheep","11"
"8660","2007/5628_1","cows","0"
"8661","2007/5627_1","goats","0"
"8662","2007/5627_1","sheep","10"
"8663","2007/5626_1","sheep","7"
"8664","2007/5625_1","sheep","12"
"8665","2007/5624_1","sheep","69"
"8666","2007/5623_1","goats","0"
"8667","2007/5623_1","sheep","16"
"8668","2007/5622_1","sheep","8"
"8669","2007/5621_1","cows","0"
"8670","2007/5621_1","sheep","2"
"8671","2007/5620_1","sheep","16"
"8672","2007/5619_1","goats","0"
"8673","2007/5619_1","sheep","12"
"8674","2007/5618_1","sheep","2"
"8675","2007/5617_1","sheep","6"
"8676","2007/5616_1","sheep","100"
"8677","2007/5615_1","sheep","32"
"8678","2007/5614_1","sheep","6"
"8679","2007/5613_1","sheep","109"
"8680","2007/5612_1","goats","0"
"8681","2007/5612_1","sheep","75"
"8682","2007/5611_1","sheep","104"
"8683","2007/5610_1","sheep","18"
"8684","2007/5609_1","sheep","30"
"8685","2007/5608_1","goats","0"
"8686","2007/5608_1","sheep","6"
"8687","2007/5607_1","cows","0"
"8688","2007/5607_1","sheep","4"
"8689","2007/5606_1","sheep","54"
"8690","2007/5605_1","sheep","21"
"8691","2007/5604_1","sheep","49"
"8692","2007/5603_1","sheep","11"
"8693","2007/5602_1","sheep","23"
"8694","2007/5601_1","sheep","4"
"8695","2007/5600_1","sheep","212"
"8696","2007/5599_1","sheep","14"
"8697","2007/5598_1","sheep","183"
"8698","2007/5597_1","sheep","6"
"8699","2007/5596_1","sheep","2"
"8700","2007/5595_1","sheep","3"
"8701","2007/5594_1","sheep","30"
"8702","2007/5593_1","cows","0"
"8703","2007/5593_1","sheep","9"
"8704","2007/5592_1","cows","0"
"8705","2007/5592_1","sheep","23"
"8706","2007/5591_1","cows","0"
"8707","2007/5591_1","sheep","7"
"8708","2007/5590_1","sheep","6"
"8709","2007/5589_1","goats","0"
"8710","2007/5589_1","sheep","13"
"8711","2007/5588_1","cows","0"
"8712","2007/5588_1","goats","13"
"8713","2007/5587_1","sheep","7"
"8714","2007/5586_1","sheep","5"
"8715","2007/5585_1","sheep","3"
"8716","2007/5584_1","goats","0"
"8717","2007/5584_1","sheep","14"
"8718","2007/5583_1","cows","0"
"8719","2007/5583_1","sheep","3"
"8720","2007/5582_1","cows","0"
"8721","2007/5582_1","sheep","2"
"8722","2007/5581_1","cows","0"
"8723","2007/5581_1","sheep","20"
"8724","2007/5580_1","goats","0"
"8725","2007/5580_1","sheep","42"
"8726","2007/5579_1","sheep","2"
"8727","2007/5578_1","sheep","21"
"8728","2007/5577_1","sheep","3"
"8729","2007/5576_1","sheep","25"
"8730","2007/5575_1","sheep","205"
"8731","2007/5574_1","goats","0"
"8732","2007/5574_1","sheep","27"
"8733","2007/5573_1","sheep","6"
"8734","2007/5572_1","goats","0"
"8735","2007/5572_1","sheep","68"
"8736","2007/5571_1","sheep","15"
"8737","2007/5570_1","sheep","25"
"8738","2007/5569_1","sheep","6"
"8739","2007/5568_1","goats","0"
"8740","2007/5568_1","sheep","62"
"8741","2007/5567_1","sheep","32"
"8742","2007/5566_1","sheep","7"
"8743","2007/5565_1","sheep","6"
"8744","2007/5564_1","sheep","10"
"8745","2007/5563_1","sheep","39"
"8746","2007/5562_1","sheep","19"
"8747","2007/5561_1","sheep","7"
"8748","2007/5560_1","sheep","27"
"8749","2007/5559_1","sheep","34"
"8750","2007/5558_1","sheep","3"
"8751","2007/5557_1","sheep","8"
"8752","2007/5556_1","sheep","18"
"8753","2007/5555_1","sheep","6"
"8754","2007/5554_1","sheep","12"
"8755","2007/5553_1","sheep","22"
"8756","2007/5552_1","sheep","15"
"8757","2007/5551_1","cows","0"
"8758","2007/5551_1","sheep","41"
"8759","2007/5550_1","sheep","53"
"8760","2007/5549_1","sheep","6"
"8761","2007/5548_1","sheep","8"
"8762","2007/5547_1","sheep","27"
"8763","2007/5546_1","goats","0"
"8764","2007/5546_1","sheep","7"
"8765","2007/5545_1","sheep","10"
"8766","2007/5544_1","sheep","6"
"8767","2007/5543_1","sheep","22"
"8768","2007/5542_1","sheep","6"
"8769","2007/5541_1","sheep","10"
"8770","2007/5540_1","cows","0"
"8771","2007/5540_1","sheep","8"
"8772","2007/5539_1","cows","0"
"8773","2007/5539_1","sheep","2"
"8774","2007/5538_1","sheep","14"
"8775","2007/5537_1","sheep","18"
"8776","2007/5536_1","sheep","7"
"8777","2007/5535_1","sheep","12"
"8778","2007/5534_1","sheep","6"
"8779","2007/5533_1","sheep","11"
"8780","2007/5532_1","sheep","6"
"8781","2007/5531_1","sheep","1"
"8782","2007/5530_1","sheep","3"
"8783","2007/5529_1","sheep","7"
"8784","2007/5528_1","sheep","7"
"8785","2007/5527_1","sheep","5"
"8786","2007/5526_1","sheep","32"
"8787","2007/5525_1","sheep","6"
"8788","2007/5524_1","sheep","50"
"8789","2007/5523_1","sheep","29"
"8790","2007/5522_1","sheep","8"
"8791","2007/5521_1","sheep","13"
"8792","2007/5520_1","cows","0"
"8793","2007/5520_1","sheep","11"
"8794","2007/5519_1","sheep","5"
"8795","2007/5518_1","sheep","5"
"8796","2007/5517_1","sheep","9"
"8797","2007/5516_1","sheep","12"
"8798","2007/5515_1","goats","5"
"8799","2007/5514_1","goats","0"
"8800","2007/5514_1","sheep","12"
"8801","2007/5513_1","sheep","3"
